100000126,SB ACD DIST WATER 128OZ,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,55,(AH)-BOTTLED WATER,414,(AH)-BULK WATER,93275,(AH)-BULK GALLONS,,10/3/07,200740,0,Y
100000350,SB FF MILK PLAST 64OZ,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1905,(AH)-COMMODITY MILK WHOLE,,10/1/07,200740,0,Y
100000351,SB FF MILK PLAST 128OZ,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1906,(AH)-COMMODITY MILK FAT FREE SKIM,,10/1/07,200740,0,Y
100000352,SB WHOLE MLK PLAST 64OZ,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1905,(AH)-COMMODITY MILK WHOLE,,10/1/07,200740,0,Y
100000353,SB WHOLE MILK PLAST128Z,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,601,(AH)-MILK VALUE ADDED,90058,(AH)-MILK VALUE ADDED FORTIFIED,,10/2/07,200740,0,Y
100000356,SB 2% MILK 64 OZ,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1905,(AH)-COMMODITY MILK WHOLE,,10/1/07,200740,0,Y
100000357,SB 2% MILK PLAST 128Z,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1903,(AH)-COMMODITY MILK 2PRCT,,10/8/07,200741,0,Y
100000358,SB 1% MILK PLAST 64Z,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1901,(AH)-COMMODITY MILK 1PRCT,,10/25/07,200743,0,Y
100000359,SB 1% MILK PLAST 128Z,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1901,(AH)-COMMODITY MILK 1PRCT,,10/4/07,200740,0,Y
100000507,SB GRAPE DRINK 320 OZ,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,96344,(AH)-DAIRY NON DAIRY,93,(AH)-REFRIGERATED DRINKS,592,(AH)-ICED TEA N COFFEE,91547,(AH)-ICED TEA,,11/24/13,201348,0,Y
200000887,SB 1% MILK GAL 128Z,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1901,(AH)-COMMODITY MILK 1PRCT,,10/29/07,200744,0,Y
200000888,SB 2% MILK PLAST 128Z,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1905,(AH)-COMMODITY MILK WHOLE,,10/11/07,200741,0,Y
200000889,SB WHOLE MILK 128Z,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1905,(AH)-COMMODITY MILK WHOLE,,10/21/07,200743,0,Y
200000891,S&S SKIM MILK GAL,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1905,(AH)-COMMODITY MILK WHOLE,,12/3/07,200749,0,Y
200000926,S&S 1% MILK PLSTC 64Z,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1905,(AH)-COMMODITY MILK WHOLE,,10/29/08,200844,0,Y
207350927,TRK HL DIET ICE TEA 64Z,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,96344,(AH)-DAIRY NON DAIRY,93,(AH)-REFRIGERATED DRINKS,592,(AH)-ICED TEA N COFFEE,91547,(AH)-ICED TEA,,6/17/11,201124,0,N
827400006,REED GINGER BRW 12 OZ,UPC,REED S,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95116,(AH)-CSD GOURMET,95139,(AH)-CSD GRMT SINGLES,,10/7/07,200741,0,N
827400050,20150110-UNDEFINED,UPC,REED S,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,66,(AH)-NEW AGE BEVERAGE,93298,(AH)-TEA DRINKS,93299,(AH)-TEA DRINKS SINGLE SERVE,,1/12/15,201503,0,N
827400051,20140313-UNDEFINED,UPC,REED S,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,66,(AH)-NEW AGE BEVERAGE,93298,(AH)-TEA DRINKS,93299,(AH)-TEA DRINKS SINGLE SERVE,,,,0,N
827400052,20140317-UNDEFINED,UPC,REED S,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,66,(AH)-NEW AGE BEVERAGE,93298,(AH)-TEA DRINKS,93299,(AH)-TEA DRINKS SINGLE SERVE,,3/25/14,201413,0,N
827400054,20140118-UNDEFINED,UPC,REED S,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,66,(AH)-NEW AGE BEVERAGE,93298,(AH)-TEA DRINKS,93299,(AH)-TEA DRINKS SINGLE SERVE,,,,0,N
827400056,20130831-UNDEFINED,UPC,REED S,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,66,(AH)-NEW AGE BEVERAGE,93298,(AH)-TEA DRINKS,93299,(AH)-TEA DRINKS SINGLE SERVE,,,,0,N
827411111,REED ORIG GNGR 4PK 12OZ,UPC,REED S,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95116,(AH)-CSD GOURMET,95144,(AH)-CSD GRMT MLTI PK BTTL,,10/1/07,200740,107.29,N
827433333,REED PREM GINGR 4PK 12Z,UPC,REED S,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95116,(AH)-CSD GOURMET,95144,(AH)-CSD GRMT MLTI PK BTTL,,10/1/07,200740,0,N
827444444,REED EX GINGER 4PK 12Z,UPC,REED S,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95116,(AH)-CSD GOURMET,95144,(AH)-CSD GRMT MLTI PK BTTL,,10/1/07,200740,303.01,N
827455555,REED GNGR RSPB 4P 12Z,UPC,REED S,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95116,(AH)-CSD GOURMET,95144,(AH)-CSD GRMT MLTI PK BTTL,,10/2/07,200740,0,N
827488995,REEDS CHRY GNGR 4PK12Z,UPC,REED S,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95116,(AH)-CSD GOURMET,95144,(AH)-CSD GRMT MLTI PK BTTL,,10/3/07,200740,0,N
846400025,MONADNOCK WATER21 2GAL,UPC,MONADNOCK,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,55,(AH)-BOTTLED WATER,414,(AH)-BULK WATER,93276,(AH)-BULK 2 AND A HALF GALLON,,10/29/12,201244,0,N
846440055,MONADNOCK 5GALLON WATER,UPC,MONADNOCK,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,55,(AH)-BOTTLED WATER,414,(AH)-BULK WATER,93277,(AH)-BULK 5 GALLON,,10/1/07,200740,0,N
846440064,MONADNOCK WATER 128Z,UPC,MONADNOCK,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,55,(AH)-BOTTLED WATER,414,(AH)-BULK WATER,93275,(AH)-BULK GALLONS,,10/31/12,201244,0,N
1111085808,20150829-UNDEFINED,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,55,(AH)-BOTTLED WATER,93278,(AH)-REGULAR WATER MULTI SERVE,90759,(AH)-REGULAR WATER MULTI SERVE,,,,0,N
1114627055,SB WHOLE MILK PLAST128Z,UPC,CTL BR,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1905,(AH)-COMMODITY MILK WHOLE,,10/3/07,200740,0,Y
1114627056,SB FF MILK PLAST 128OZ,UPC,CTL BR,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1906,(AH)-COMMODITY MILK FAT FREE SKIM,,10/3/07,200740,0,Y
1114627058,SB 2% MILK PLAST 128Z,UPC,CTL BR,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1903,(AH)-COMMODITY MILK 2PRCT,,10/5/07,200740,0,Y
1114627088,SB WHOLE MLK PLAST 64OZ,UPC,CTL BR,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1905,(AH)-COMMODITY MILK WHOLE,,10/3/07,200740,0,Y
1114627089,SB 2% MILK 64 OZ,UPC,CTL BR,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1903,(AH)-COMMODITY MILK 2PRCT,,10/22/07,200743,0,Y
1114627090,SB FF MILK PLAST 64OZ,UPC,CTL BR,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1906,(AH)-COMMODITY MILK FAT FREE SKIM,,10/5/07,200740,0,Y
1114627105,SB 1% MILK PLAST 128Z,UPC,CTL BR,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1901,(AH)-COMMODITY MILK 1PRCT,,10/6/07,200740,0,Y
1114666748,SB CRNBERRY COCKT 128Z,UPC,UNDEFINED BRAND,0,TOTAL,1,(AH)-Non Perishable,96320,(AH)-MAIN MEAL ENHANCERS BEVERAGE,92888,(AH)-WAREHOUSE BEVERAGE,63,(AH)-JUICES DRINKS SHELF STABLE,93515,(AH)-JUICE BLENDS,93516,(AH)-CRANBERRY BLENDS,,10/3/07,200740,0,Y
1116670007,20150126-UNDEFINED,UPC,CTL BR,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,600,(AH)-COMMODITY MILK,1905,(AH)-COMMODITY MILK WHOLE,,1/26/15,201505,0,N
1125980686,TNRVNA RL CNUT  9.5Z B,UPC,TASTE NIRVANA,0,TOTAL,1,(AH)-Non Perishable,96318,(AH)-NATURAL ORGANIC,92807,(AH)-NATURAL ORGANIC,93969,(AH)-NATURAL BEVERAGE,93970,(AH)-NTRL BOTTLED WATER,93973,(AH)-NTRL BOTTLED WATER,,8/6/13,201332,0,N
1125990420,TNRVNA RL CNUT 16.2Z C,UPC,TASTE NIRVANA,0,TOTAL,1,(AH)-Non Perishable,96319,(AH)-ETHNIC SPECIALTY,96351,(AH)-ETHNIC FOODS,92819,(AH)-HISPANIC GROCERY,94172,(AH)-HISP DSD BEVERAGE,94174,(AH)-HISP BOTTLED WATER,,,,0,N
1125990422,TNRVNA CNUT PULP 16.2Z,UPC,TASTE NIRVANA,0,TOTAL,1,(AH)-Non Perishable,96319,(AH)-ETHNIC SPECIALTY,96351,(AH)-ETHNIC FOODS,92819,(AH)-HISPANIC GROCERY,94172,(AH)-HISP DSD BEVERAGE,94174,(AH)-HISP BOTTLED WATER,,,,0,N
1125990424,TNRVNA CNUT WTR 23.6Z B,UPC,TASTE NIRVANA,0,TOTAL,1,(AH)-Non Perishable,96319,(AH)-ETHNIC SPECIALTY,96351,(AH)-ETHNIC FOODS,92819,(AH)-HISPANIC GROCERY,94172,(AH)-HISP DSD BEVERAGE,94174,(AH)-HISP BOTTLED WATER,,,,0,N
1153510307,20120122-UNDEFINED,UPC,CTL BR,0,TOTAL,1,(AH)-Non Perishable,96318,(AH)-NATURAL ORGANIC,92807,(AH)-NATURAL ORGANIC,93969,(AH)-NATURAL BEVERAGE,94666,(AH)-NTRL NON DAIRY MILK,94667,(AH)-NTRL NON DIARY MILK,,5/19/12,201220,0,N
1153550071,20081128-UNDEFINED,UPC,CTL BR,0,TOTAL,1,(AH)-Non Perishable,92725,(AH)-DAIRY,92727,(AH)-DAIRY STAPLES,94,(AH)-MILK AND PLANT BASED BEVERAGES,601,(AH)-MILK VALUE ADDED,1907,(AH)-MILK VALUE ADDED ORGANIC,,11/28/08,200848,0,N
1187300012,GALE퉄 ROOT BEER,UPC,GALE S,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95114,(AH)-CSD SINGLES,95118,(AH)-CSD SINGLE BTTL,,10/10/11,201141,0,N
1200000013,PEPSI 6PK 12Z CANS,UPC,PEPSI,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95112,(AH)-CSD MLTI PK CANS,95128,(AH)-CSD MLTPK CAN 6 PK,,10/9/07,200741,0,N
1200000016,PEPSI 12PK 12Z CAN,UPC,PEPSI,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95112,(AH)-CSD MLTI PK CANS,95131,(AH)-CSD MLTPK CAN 12 PK,,10/1/07,200740,0,N
1200000017,PEPSI COLA 24PK 12Z CAN,UPC,PEPSI,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95112,(AH)-CSD MLTI PK CANS,95135,(AH)-CSD MLTPK CAN 24 PK,,10/1/07,200740,493.45,N
1200000050,PEPSI DIET 6PK 12Z CANS,UPC,PEPSI,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95112,(AH)-CSD MLTI PK CANS,95128,(AH)-CSD MLTPK CAN 6 PK,,10/7/07,200741,0,N
1200000053,PEPSI DIET 24PK 12Z CAN,UPC,PEPSI,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95112,(AH)-CSD MLTI PK CANS,95135,(AH)-CSD MLTPK CAN 24 PK,,10/1/07,200740,521.85,N
1200000058,PEPSI DIET 6PK 8Z CAN,UPC,PEPSI,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95112,(AH)-CSD MLTI PK CANS,95128,(AH)-CSD MLTPK CAN 6 PK,,10/1/07,200740,0,N
1200000062,MT DEW CODE RED 6PK 12Z,UPC,MTN DEW,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95112,(AH)-CSD MLTI PK CANS,95128,(AH)-CSD MLTPK CAN 6 PK,,4/18/09,200916,0,N
1200000070,PEPSI CAF FR BTL 20Z,UPC,PEPSI,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95114,(AH)-CSD SINGLES,95118,(AH)-CSD SINGLE BTTL,,10/1/07,200740,0,N
1200000074,SIERRA MIST DT 6PK 12Z,UPC,SIERRA MIST,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95114,(AH)-CSD SINGLES,95119,(AH)-CSD SINGLE CAN,,10/3/07,200740,0,N
1200000085,MT DEW 6PK 12Z CAN,UPC,MTN DEW,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95112,(AH)-CSD MLTI PK CANS,95128,(AH)-CSD MLTPK CAN 6 PK,,11/6/07,200745,0,N
1200000088,MOUNTAIN DEW 24PK 12Z,UPC,MTN DEW,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95112,(AH)-CSD MLTI PK CANS,95135,(AH)-CSD MLTPK CAN 24 PK,,10/1/07,200740,398.88,N
1200000106,DT SIERRA MST 6PK24OZ,UPC,SIERRA MIST,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95111,(AH)-CSD MLTI PK BTTL,95124,(AH)-CSD MLTPK BTTL 6 PK,,10/1/07,200740,0,N
1200000108,20051122-UNDEFINED,UPC,AQUAFINA,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,55,(AH)-BOTTLED WATER,415,(AH)-REGULAR WATER SINGLE SERVE,90760,(AH)-REGULAR WATER SINGLE SERVE,,10/6/07,200740,0,N
1200000113,PEPSI 67.6Z 2L,UPC,PEPSI,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95113,(AH)-CSD 2 AND 3 LTR BTTL,95121,(AH)-CSD 2N3LT 2 LTR BTTL,,10/1/07,200740,6012.57,N
1200000121,PEPSI DIET CAF FREE 20Z,UPC,PEPSI,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95114,(AH)-CSD SINGLES,95118,(AH)-CSD SINGLE BTTL,,10/1/07,200740,5.27,N
1200000129,PEPSI BOTTLE 20Z,UPC,PEPSI,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95114,(AH)-CSD SINGLES,95118,(AH)-CSD SINGLE BTTL,,10/1/07,200740,4514.76,N
1200000130,PEPSI DIET BTL 20Z,UPC,PEPSI,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95114,(AH)-CSD SINGLES,95118,(AH)-CSD SINGLE BTTL,,10/1/07,200740,3104.07,N
1200000131,MT DEW BOTTLE 20Z,UPC,MTN DEW,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95114,(AH)-CSD SINGLES,95118,(AH)-CSD SINGLE BTTL,,10/1/07,200740,3733.92,N
1200000132,PEPSI DIET 67.6Z 2L,UPC,PEPSI,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95113,(AH)-CSD 2 AND 3 LTR BTTL,95121,(AH)-CSD 2N3LT 2 LTR BTTL,,10/1/07,200740,3275.58,N
1200000134,MT DEW DIET BTL SNG 20Z,UPC,MTN DEW,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95114,(AH)-CSD SINGLES,95118,(AH)-CSD SINGLE BTTL,,10/1/07,200740,1218.42,N
1200000142,ENERGY SHT JCKFRT CIT,UPC,AMP,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,66,(AH)-NEW AGE BEVERAGE,93305,(AH)-ENERGY DRINKS,93306,(AH)-ENERGY DRINKS SINGLE SERVE,,2/7/09,200906,0,N
1200000150,SIERRA MISTNAT 6PK16.9Z,UPC,LIPTON,0,TOTAL,1,(AH)-Non Perishable,92733,(AH)-DSD,92790,(AH)-DSD BEVERAGE,56,(AH)-CARBONATED SOFT DRINK,95114,(AH)-CSD SINGLES,95118,(AH)-CSD SINGLE BTTL,,5/6/09,200919,0,N
